Winorloose;Schwierigkeitsgrad;Anzahl.der.Wörter;Anzahl.der.Bilder;Vollständige.Beschreibung;Views;Likes;Kommentare;Follower;Following;Anzahl.der.Projekte;Contest;Project_page;User_page
0;2;1859;2;1;511;6;0;3;0;1;https://www.hackster.io/contests/netduino;https://www.hackster.io/dkarakay/multifunctional-automation-system-3c3a6b;https://www.hackster.io/dkarakay
0;2;1854;3;1;2961;9;0;1;0;1;https://www.hackster.io/contests/arduino-microsoft-maker;https://www.hackster.io/cchatz/thundercatch-iot-network-8d87ce;https://www.hackster.io/cchatz
0;2;1854;3;1;2961;9;0;1;0;1;https://www.hackster.io/contests/arduino-microsoft-maker;https://www.hackster.io/cchatz/thundercatch-iot-network-8d87ce;https://www.hackster.io/cchatz
0;2;1852;6;1;618;1;0;37;0;16;https://www.hackster.io/contests/smart-devices-for-smart-cities;https://www.hackster.io/jegatheesan/intelligent-calling-bell-d9fecf;https://www.hackster.io/jegatheesan
0;2;1852;11;1;541;5;0;1;0;1;https://www.hackster.io/contests/make-holiday-contest;https://www.hackster.io/kalmar-makerspace/flying-rudolph-and-makey-santa-f9b3e2;https://www.hackster.io/linus-bjornlund
0;2;1851;5;1;447;2;0;2;0;2;https://www.hackster.io/contests/DRS;https://www.hackster.io/dave-green/book-club-service-using-amazon-drs-758748;https://www.hackster.io/dave-green
0;2;1845;11;1;1352;9;0;85;6;15;https://www.hackster.io/contests/amazon-alexa-skill-contest-one;https://www.hackster.io/darian-johnson/amazon-machine-learning-to-recommend-best-workout-time-2d1346;https://www.hackster.io/darian-johnson
0;2;1838;5;1;1373;3;0;12;2;6;https://www.hackster.io/contests/DRS;https://www.hackster.io/binsun148/liquid-laundry-detergent-drs-sensor-laundrybot-cefa4b;https://www.hackster.io/binsun148
0;2;1838;5;1;1373;3;0;12;2;6;https://www.hackster.io/contests/DRS;https://www.hackster.io/binsun148/liquid-laundry-detergent-drs-sensor-laundrybot-cefa4b;https://www.hackster.io/binsun148
1;2;1836;5;1;2576;14;3;48;4;13;https://www.hackster.io/contests/ESP8266;https://www.hackster.io/AlainsProjects/iot-mouse-friendly-live-trap-2c655b;https://www.hackster.io/AlainsProjects
0;2;1832;10;1;801;10;0;30;7;11;https://www.hackster.io/contests/Tinkernut;https://www.hackster.io/dhairya-parikh/wisor-the-wireless-sensor-hub-2e3405;https://www.hackster.io/dhairya-parikh
0;2;1832;10;1;801;10;0;30;7;11;https://www.hackster.io/contests/particle;https://www.hackster.io/dhairya-parikh/wisor-the-wireless-sensor-hub-2e3405;https://www.hackster.io/dhairya-parikh
0;2;1810;11;1;1061;18;0;54;0;10;https://www.hackster.io/contests/particle;https://www.hackster.io/monkbroc/drop-of-life-e2be83;https://www.hackster.io/monkbroc
0;2;1807;23;1;2694;11;1;0;0;1;https://www.hackster.io/contests/alexa-api-contest;https://www.hackster.io/chen-tiebiao/weather-on-micro-bit-c79c19;https://www.hackster.io/chen-tiebiao
0;2;1804;4;1;1139;9;0;37;0;16;https://www.hackster.io/contests/smart-devices-for-smart-cities;https://www.hackster.io/jegatheesan/mobile-as-pc-joystick-416986;https://www.hackster.io/jegatheesan
1;2;1803;10;1;3431;9;0;1;0;2;https://www.hackster.io/contests/ESP8266;https://www.hackster.io/Ralphjy/smart-home-security-camera-system-8b0b50;https://www.hackster.io/Ralphjy
0;2;1793;11;0;578;0;0;0;1;3;https://www.hackster.io/contests/artikcloud;https://www.hackster.io/user2326400/detection-systen-door-open-fridge-food-safe-energy-efficient-a0e985;https://www.hackster.io/user2326400
0;2;1785;7;1;492;8;0;30;7;11;https://www.hackster.io/contests/netduino;https://www.hackster.io/dhairya-parikh/c-smart-iot-switchboard-with-netduino-be3745;https://www.hackster.io/dhairya-parikh
0;2;1779;12;1;8746;20;2;17;0;10;https://www.hackster.io/contests/alexasmarthome;https://www.hackster.io/saka/alexa-voice-control-for-almost-any-amplifier-tv-cd-dvd-87fff1;https://www.hackster.io/saka
0;2;1779;3;1;8356;49;10;4;2;1;https://www.hackster.io/contests/Tinkernut;https://www.hackster.io/nathan-king/automatic-catapult-for-throwing-pet-food-balls-and-more-adbe28;https://www.hackster.io/nathan-king
1;2;1778;22;0;2311;7;0;229;24;35;https://www.hackster.io/contests/UKAmazonAlexa;https://www.hackster.io/taifur/getting-started-with-wiscore-alexa-a2191e;https://www.hackster.io/taifur
1;2;1769;1;1;1353;14;4;298;15;47;https://www.hackster.io/contests/amazon-alexa-skill-contest-one;https://www.hackster.io/RONDAGDAG/who-represents-me-923bdb;https://www.hackster.io/RONDAGDAG
1;2;1766;18;1;750;8;1;17;0;6;https://www.hackster.io/contests/IDT-Power;https://www.hackster.io/pvalyk/wireless-charging-devices-in-green-energy-bag-48abf3;https://www.hackster.io/pvalyk
0;2;1757;14;0;104525;61;20;7;0;1;https://www.hackster.io/contests/alexa-raspberry-pi;https://www.hackster.io/pizzaface97/amazon-alexa-controlling-a-chromecast-a5f91f;https://www.hackster.io/pizzaface97
1;2;1755;9;1;761;9;1;1;0;2;https://www.hackster.io/contests/IDT-Power;https://www.hackster.io/misternetwork-team-dawgs/emu-k9-mobile-sentry-2b1720;https://www.hackster.io/Misternetwork
0;2;1753;9;1;634;8;1;4;0;4;https://www.hackster.io/contests/particle-star-wars;https://www.hackster.io/vanmyers/tv-b-glove-e1f728;https://www.hackster.io/vanmyers
0;2;1750;3;1;12871;15;6;3;0;1;https://www.hackster.io/contests/arduino-microsoft-maker;https://www.hackster.io/dbarbee/temperature-controled-charcoal-smoker-58db49;https://www.hackster.io/dbarbee
0;2;1748;2;1;582;1;0;2;0;2;https://www.hackster.io/contests/Windows10Automation;https://www.hackster.io/barry/a-slice-of-avatar-pie-b8753d;https://www.hackster.io/barry
0;2;1741;6;1;1026;10;0;60;1;12;https://www.hackster.io/contests/ESP8266;https://www.hackster.io/carmelito/environmental-monitoring-rover-95903a;https://www.hackster.io/carmelito
1;2;1741;8;1;8059;24;5;46;4;10;https://www.hackster.io/contests/SeeedEarthDay;https://www.hackster.io/JiongShi/a-pm2-5-and-pm-10-detector-design-for-windows-10-uwp-app-1f3427;https://www.hackster.io/JiongShi
0;2;1738;5;1;1372;8;0;1;0;3;https://www.hackster.io/contests/alexasmarthome;https://www.hackster.io/hackbones/smart-home-using-alexa-39f9c2;https://www.hackster.io/soundarrajanforever
0;2;1737;5;1;368;2;0;35;0;11;https://www.hackster.io/contests/cypress-sensing-the-world-contest;https://www.hackster.io/Abysmal/lighting-with-cypress-cy8ckit-048-c31193;https://www.hackster.io/Abysmal
0;2;1737;6;1;562;7;2;49;7;12;https://www.hackster.io/contests/Infineon3D;https://www.hackster.io/microBob/xtend-natural-movement-mouse-b6ef1d;https://www.hackster.io/microBob
0;2;1729;8;1;2509;7;0;5;0;3;https://www.hackster.io/contests/Windows10Automation;https://www.hackster.io/vadlak/foodie-de3bc3;https://www.hackster.io/vadlak
0;2;1727;6;0;266;1;0;3;0;2;https://www.hackster.io/contests/hardware-home;https://www.hackster.io/garytbleck/titmouse-v2-temp-sensor-and-birdhouse-411d7d;https://www.hackster.io/garytbleck
0;2;1723;12;0;296;4;0;2;0;1;https://www.hackster.io/contests/amazon-alexa-skill-contest-one;https://www.hackster.io/user855120746/best-movies-all-the-times-e9de58;https://www.hackster.io/user855120746
1;2;1709;6;1;458;4;1;2;2;5;https://www.hackster.io/contests/netduino;https://www.hackster.io/visteli-labs/stereo-vision-on-netduino-054455;https://www.hackster.io/ivmAguila
0;2;1705;13;1;122;1;0;119;4;48;https://www.hackster.io/contests/KinetisFlexIO;https://www.hackster.io/wesee/freedom-maraca-6f7bfc;https://www.hackster.io/wesee
0;2;1704;9;1;364;1;0;0;0;1;https://www.hackster.io/contests/alexa-api-contest;https://www.hackster.io/demented-aviators/alexa-copilot-31ea62;https://www.hackster.io/aditya-agarwal
0;2;1701;7;0;6205;26;13;6;0;1;https://www.hackster.io/contests/alexasmarthome;https://www.hackster.io/skulter/alexa-nodemcu-smart-home-automation-with-your-own-hub-1a229f;https://www.hackster.io/skulter
0;2;1698;3;1;3484;26;1;4;0;1;https://www.hackster.io/contests/amazon-alexa-skill-contest-one;https://www.hackster.io/RedSquirrel/blaster-with-aws-alexa-voice-control-ir-firing-power-706604;https://www.hackster.io/RedSquirrel
0;2;1698;3;1;3484;26;1;4;0;1;https://www.hackster.io/contests/AWSIoTMegaContest;https://www.hackster.io/RedSquirrel/blaster-with-aws-alexa-voice-control-ir-firing-power-706604;https://www.hackster.io/RedSquirrel
0;2;1698;3;1;3484;26;1;4;0;1;https://www.hackster.io/contests/particle-star-wars;https://www.hackster.io/RedSquirrel/blaster-with-aws-alexa-voice-control-ir-firing-power-706604;https://www.hackster.io/RedSquirrel
0;2;1697;9;1;2705;14;2;3;0;1;https://www.hackster.io/contests/AWSIoTMegaContest;https://www.hackster.io/crysteoisen/music-differently-699ad6;https://www.hackster.io/BenoitP
0;2;1695;10;1;440;5;0;6;0;9;https://www.hackster.io/contests/wiznet;https://www.hackster.io/user883426442/conference-room-iot-projectors-e34cfe;https://www.hackster.io/user883426442
0;2;1687;18;1;1387;9;3;119;4;48;https://www.hackster.io/contests/alexa-raspberry-pi;https://www.hackster.io/wesee/turn-a-livingroom-table-lamp-on-and-off-with-echo-f6ed56;https://www.hackster.io/wesee
0;2;1687;18;1;1387;9;3;119;4;48;https://www.hackster.io/contests/UKAmazonAlexa;https://www.hackster.io/wesee/turn-a-livingroom-table-lamp-on-and-off-with-echo-f6ed56;https://www.hackster.io/wesee
1;2;1680;12;1;5752;44;5;229;24;35;https://www.hackster.io/contests/SeeedEarthDay;https://www.hackster.io/taifur/solar-powered-environmental-monitoring-kit-b1d03d;https://www.hackster.io/taifur
0;2;1677;14;1;5706;26;2;11;1;2;https://www.hackster.io/contests/arduino-mkrfox1200;https://www.hackster.io/luis-roda-sanchez/carfox-a-device-to-find-them-all-105573;https://www.hackster.io/luis-roda-sanchez
0;2;1672;6;1;6191;22;2;14;1;4;https://www.hackster.io/contests/Tinkernut;https://www.hackster.io/SrivishnuTech/protect-your-room-with-fingerprints-for-under-20-e387a7;https://www.hackster.io/SrivishnuTech
0;2;1664;8;1;2912;10;0;42;0;10;https://www.hackster.io/contests/Windows10Automation;https://www.hackster.io/team-brandmooffin/relox-5ed98c;https://www.hackster.io/brandmooffin
1;2;1661;3;1;845;5;0;30;0;12;https://www.hackster.io/contests/amazon-alexa-skill-contest-one;https://www.hackster.io/terren/alexa-hurricane-center-cee30f;https://www.hackster.io/terren
1;2;1658;4;1;4642;37;2;299;0;20;https://www.hackster.io/contests/IDT-Power;https://www.hackster.io/anthony-ngu/universal-smart-home-remote-wirelessly-powered-896f3c;https://www.hackster.io/anthony-ngu
1;2;1654;4;1;42;0;0;0;0;1;https://www.hackster.io/contests/alexa-api-contest;https://www.hackster.io/mehtaculous/fantasymetrix-868589;https://www.hackster.io/mehtaculous
1;2;1653;12;1;11487;65;2;6;0;5;https://www.hackster.io/contests/2018chinausyoungmakercompetition;https://www.hackster.io/nick-brewer/pix-e-gif-camera-323965;https://www.hackster.io/nick-brewer
1;2;1648;8;0;500;5;0;1;1;4;https://www.hackster.io/contests/electroniclifeguard;https://www.hackster.io/jacek-pieczaba/aquaman-077a56;https://www.hackster.io/jacek-pieczaba
0;2;1644;7;1;2936;24;0;45;0;4;https://www.hackster.io/contests/smart-devices-for-smart-cities;https://www.hackster.io/Imetomi/voice-controlled-home-automation-and-security-system-8036aa;https://www.hackster.io/Imetomi
0;2;1643;17;1;455;4;4;0;0;1;https://www.hackster.io/contests/particle;https://www.hackster.io/abigail131/conserving-water-by-preventing-over-irrigation-9b0b34;https://www.hackster.io/abigail131
0;2;1642;9;1;13042;42;8;8;2;3;https://www.hackster.io/contests/Tinkernut;https://www.hackster.io/mportatoes/trading-card-scanner-organizer-84399a;https://www.hackster.io/mportatoes
0;2;1638;5;0;1268;6;1;2;0;1;https://www.hackster.io/contests/DRS;https://www.hackster.io/Mach_5/iot-smart-desk-drawer-with-amazon-drs-4bc528;https://www.hackster.io/Mach_5
0;2;1631;3;0;7393;25;7;4;0;1;https://www.hackster.io/contests/arduino-microsoft-maker;https://www.hackster.io/MarkDreyband/iot-pull-up-bar-7426af;https://www.hackster.io/MarkDreyband
1;2;1627;14;1;15157;49;1;213;6;58;https://www.hackster.io/contests/Tinkernut;https://www.hackster.io/gatoninja236/candy-dispenser-with-google-assistant-564724;https://www.hackster.io/gatoninja236
0;2;1601;4;1;561;5;2;24;1;22;https://www.hackster.io/contests/beaglebonegreen;https://www.hackster.io/LaurenceHR/beagle-rain-detector-9e6f19;https://www.hackster.io/LaurenceHR
0;2;1600;16;0;1897;1;0;1;1;3;https://www.hackster.io/contests/IOT2020;https://www.hackster.io/darko-vranesa/iot2020-protocol-converter-to-cloud-6a81f1;https://www.hackster.io/darko-vranesa
0;2;1597;5;1;198;1;0;37;0;16;https://www.hackster.io/contests/smart-devices-for-smart-cities;https://www.hackster.io/jegatheesan/light-and-music-party-start-alarm-using-bt-settings-1e0bc4;https://www.hackster.io/jegatheesan
1;2;1595;12;0;1140;4;0;1;0;1;https://www.hackster.io/contests/Google;https://www.hackster.io/avinashmm/andro-cart-f05111;https://www.hackster.io/avinashmm
1;2;1589;7;1;693;6;0;7;0;7;https://www.hackster.io/contests/chinausyoungmakercompetition;https://www.hackster.io/solmate/solmate-bee143;https://www.hackster.io/BrianCottrell
0;2;1588;11;0;1448;10;4;56;3;15;https://www.hackster.io/contests/sparkfun-blynk-contest;https://www.hackster.io/daveclarke/ibrake-remote-braking-system-for-kids-bikes-2a0bbe;https://www.hackster.io/daveclarke
0;2;1573;8;0;1443;8;1;42;0;10;https://www.hackster.io/contests/smart-devices-for-smart-cities;https://www.hackster.io/brandmooffin/alarm-tec-671d33;https://www.hackster.io/brandmooffin
0;2;1573;6;1;3004;7;5;50;19;32;https://www.hackster.io/contests/arduino-mkrfox1200;https://www.hackster.io/masteruan/arduino-mkr-fox-1200-sigfox-meteo-station-423609;https://www.hackster.io/masteruan
0;2;1571;7;1;890;1;1;0;0;1;https://www.hackster.io/contests/arduino-microsoft-maker;https://www.hackster.io/cms-lifehack/iot-based-coffee-management-system-cms-311569;https://www.hackster.io/cms-lifehack
0;2;1571;7;1;890;1;1;0;0;1;https://www.hackster.io/contests/AWSIoTMegaContest;https://www.hackster.io/cms-lifehack/iot-based-coffee-management-system-cms-311569;https://www.hackster.io/cms-lifehack
1;2;1570;5;1;4781;14;6;7;2;1;https://www.hackster.io/contests/2018chinausyoungmakercompetition;https://www.hackster.io/maker_inc/smart-shoes-auto-lacing-and-generating-electricity-fb9b48;https://www.hackster.io/maker_inc
0;2;1570;5;1;4781;14;6;7;2;1;https://www.hackster.io/contests/Tinkernut;https://www.hackster.io/maker_inc/smart-shoes-auto-lacing-and-generating-electricity-fb9b48;https://www.hackster.io/maker_inc
1;2;1570;5;1;4781;14;6;7;2;1;https://www.hackster.io/contests/EarthDayPlanetPulse;https://www.hackster.io/maker_inc/smart-shoes-auto-lacing-and-generating-electricity-fb9b48;https://www.hackster.io/maker_inc
0;2;1559;9;1;1067;4;0;46;4;10;https://www.hackster.io/contests/netduino;https://www.hackster.io/JiongShi/uwp-controlled-wireless-netduino-car-4292bb;https://www.hackster.io/JiongShi
0;2;1551;9;1;52;0;0;0;0;1;https://www.hackster.io/contests/wiznet;https://www.hackster.io/harsha-b-m/organizational-automatic-vending-machine-829be4;https://www.hackster.io/Rajib_Kumar_Dey
0;2;1547;2;1;4120;11;0;9;0;11;https://www.hackster.io/contests/DRS;https://www.hackster.io/claude4/dash-lid-28cc64;https://www.hackster.io/claude4
0;2;1540;2;1;64988;183;10;68;0;3;https://www.hackster.io/contests/smart-devices-for-smart-cities;https://www.hackster.io/iddi/home-smart-home-ab15ed;https://www.hackster.io/iddi
0;2;1539;5;0;530;9;0;8;0;3;https://www.hackster.io/contests/AWSIoTMegaContest;https://www.hackster.io/emerging-engineer/smart-dictionary-10b014;https://www.hackster.io/a_kapildevkumar
0;2;1539;5;0;530;9;0;8;0;3;https://www.hackster.io/contests/artikcloud;https://www.hackster.io/emerging-engineer/smart-dictionary-10b014;https://www.hackster.io/a_kapildevkumar
0;2;1538;2;0;1328;10;5;41;0;12;https://www.hackster.io/contests/netduino;https://www.hackster.io/salahuddin/real-time-utilities-usage-monitoring-system-based-on-iot-4e5988;https://www.hackster.io/salahuddin
0;2;1537;9;1;813;2;0;2;0;1;https://www.hackster.io/contests/AWSIoTMegaContest;https://www.hackster.io/z1jack/restaurant-wait-timer-powered-by-aws-ae4f32;https://www.hackster.io/z1jack
0;2;1535;6;1;3209;5;0;1;0;1;https://www.hackster.io/contests/alexasmarthome;https://www.hackster.io/pseudozach/alexa-feed-toto-4e1468;https://www.hackster.io/pseudozach
0;2;1533;13;1;377;4;0;41;1;18;https://www.hackster.io/contests/particle-star-wars;https://www.hackster.io/TinamousSteve/death-star-status-indicator-a1e814;https://www.hackster.io/TinamousSteve
0;2;1532;6;1;362;1;0;6;0;5;https://www.hackster.io/contests/DRS;https://www.hackster.io/user16807/dash-replenishment-ios-app-62c9ee;https://www.hackster.io/user16807
1;2;1529;8;1;287;4;0;7;11;4;https://www.hackster.io/contests/alexa-raspberry-pi;https://www.hackster.io/Vignesh_J/technoiser-9b1ab4;https://www.hackster.io/Vignesh_J
1;2;1529;8;1;287;4;0;7;11;4;https://www.hackster.io/contests/UKAmazonAlexa;https://www.hackster.io/Vignesh_J/technoiser-9b1ab4;https://www.hackster.io/Vignesh_J
1;2;1526;10;1;6002;59;11;12;2;1;https://www.hackster.io/contests/hologram;https://www.hackster.io/jim-ewing/distributed-emergency-communication-system-679627;https://www.hackster.io/jim-ewing
0;2;1526;8;1;1942;13;4;1;0;1;https://www.hackster.io/contests/particle;https://www.hackster.io/shapy/particle-switch-cefd73;https://www.hackster.io/shapy
0;2;1524;8;1;6725;12;0;15;11;6;https://www.hackster.io/contests/arduino-mkrfox1200;https://www.hackster.io/antoine-de-chassey/airbnb-sigfox-lock-box-d839ee;https://www.hackster.io/antoine-de-chassey
0;2;1523;16;1;3551;10;12;119;4;48;https://www.hackster.io/contests/artikcloud;https://www.hackster.io/wesee/artik-mkr1000-dht11-mqtt-cae0d7;https://www.hackster.io/wesee
1;2;1517;7;0;1871;8;0;1;0;1;https://www.hackster.io/contests/alexa-api-contest;https://www.hackster.io/geetha123/alexa-spice-google-translate-c03854;https://www.hackster.io/geetha123
1;2;1517;7;0;1871;8;0;1;0;1;https://www.hackster.io/contests/UKAmazonAlexa;https://www.hackster.io/geetha123/alexa-spice-google-translate-c03854;https://www.hackster.io/geetha123
0;2;1517;7;0;1871;8;0;1;0;1;https://www.hackster.io/contests/alexa-reinvent;https://www.hackster.io/geetha123/alexa-spice-google-translate-c03854;https://www.hackster.io/geetha123
0;2;1515;13;1;2021;87;13;37;7;2;https://www.hackster.io/contests/wiznet;https://www.hackster.io/tms/traffic-management-system-4a4fa6;https://www.hackster.io/altondsouza
0;2;1514;16;1;260;3;0;5;0;5;https://www.hackster.io/contests/alexa-api-contest;https://www.hackster.io/extentia/salah-timings-4ae7bb;https://www.hackster.io/extentia
1;2;1511;5;1;2850;12;0;5;1;1;https://www.hackster.io/contests/alexa-api-contest;https://www.hackster.io/josep-valls/alexa-message-board-now-with-slack-324b84;https://www.hackster.io/josep-valls
1;2;1508;11;1;16573;97;7;9;2;2;https://www.hackster.io/contests/Google;https://www.hackster.io/daniele-bonaldo/android-things-word-clock-46cc14;https://www.hackster.io/daniele-bonaldo
0;2;1507;6;1;57450;118;38;118;0;11;https://www.hackster.io/contests/Windows10Automation;https://www.hackster.io/careypayette/long-range-uhf-rfid-item-tracking-system-fc5372;https://www.hackster.io/careypayette
0;2;1505;2;1;612;0;0;8;0;3;https://www.hackster.io/contests/alexa-api-contest;https://www.hackster.io/boldbigflank/alexa-pig-latin-translator-1792ef;https://www.hackster.io/boldbigflank
0;2;1495;5;1;9293;12;3;68;0;10;https://www.hackster.io/contests/arduino-microsoft-maker;https://www.hackster.io/BuddyC/mkr1000-universal-remonster-4999cc;https://www.hackster.io/BuddyC
0;2;1492;4;1;1352;10;1;17;1;13;https://www.hackster.io/contests/particle;https://www.hackster.io/amerch92/air-conditioner-controller-1426fa;https://www.hackster.io/amerch92
1;2;1485;8;1;482;1;0;6;0;6;https://www.hackster.io/contests/netduino;https://www.hackster.io/exp0nge/netduino-smart-camera-7ba19c;https://www.hackster.io/exp0nge
0;2;1479;10;1;746;4;0;4;1;4;https://www.hackster.io/contests/hologram;https://www.hackster.io/tednunn/golf-course-optimization-with-raspberry-pi-and-hologram-nova-c7a87b;https://www.hackster.io/tednunn
0;2;1460;7;0;980;3;0;17;4;11;https://www.hackster.io/contests/artikcloud;https://www.hackster.io/momososo/start-connect-artik-cloud-with-arduino-genuino-mkr1000-ed2909;https://www.hackster.io/momososo
0;2;1459;7;1;4507;8;0;1;5;1;https://www.hackster.io/contests/IOT2020;https://www.hackster.io/allan-gallop/iot2020-access-control-a57720;https://www.hackster.io/allan-gallop
0;2;1457;3;0;805;5;0;1;1;1;https://www.hackster.io/contests/alexa-api-contest;https://www.hackster.io/BaaWolf/making-playful-experiences-with-alexa-and-twine-241fdf;https://www.hackster.io/BaaWolf
1;2;1457;6;1;1103;9;0;35;0;11;https://www.hackster.io/contests/arduino-holiday-contest;https://www.hackster.io/Abysmal/iot-christmas-tree-topper-7ad7e8;https://www.hackster.io/Abysmal
0;2;1449;12;0;696;9;2;18;1;6;https://www.hackster.io/contests/DRS;https://www.hackster.io/harshmangukiya/getting-started-with-amazon-drs-5078f0;https://www.hackster.io/harshmangukiya
1;2;1446;9;1;853;4;0;1;0;2;https://www.hackster.io/contests/onion;https://www.hackster.io/Ralphjy/outdoor-vegetable-garden-monitor-and-maintenance-controller-4d613d;https://www.hackster.io/Ralphjy
0;2;1444;6;1;1619;10;0;17;1;13;https://www.hackster.io/contests/hologram;https://www.hackster.io/amerch92/car-alarm-tracker-4bb21c;https://www.hackster.io/amerch92
0;2;1442;8;0;997;2;0;2;0;1;https://www.hackster.io/contests/arduino-microsoft-maker;https://www.hackster.io/yanza/iot-device-capability-discovery-with-arduino-mkr1000-05a5af;https://www.hackster.io/yanza
0;2;1442;5;1;3222;6;0;34;0;12;https://www.hackster.io/contests/sparkfun-blynk-contest;https://www.hackster.io/whatnick/blynk-energy-monitor-2309aa;https://www.hackster.io/whatnick
1;2;1438;10;1;458;5;1;1;0;2;https://www.hackster.io/contests/alexa-api-contest;https://www.hackster.io/tuggy/stock-quoter-6fe73d;https://www.hackster.io/tuggy
0;2;1436;12;0;113;0;0;0;0;2;https://www.hackster.io/contests/Intel-Arduino-101;https://www.hackster.io/hyuck-choi/customizing-light-arrangement-using-iot-8c2909;https://www.hackster.io/hyuck-choi
0;2;1436;8;1;1276;10;0;3;0;3;https://www.hackster.io/contests/Tinkernut;https://www.hackster.io/jose-cruz/remote-module-for-arduino-home-controller-9693c7;https://www.hackster.io/jose-cruz
1;2;1434;10;1;1384;8;1;204;54;49;https://www.hackster.io/contests/amazon-alexa-skill-contest-one;https://www.hackster.io/bltrobotics/alexa-the-english-major-thesaurus-skill-b14c7e;https://www.hackster.io/bltrobotics
0;2;1434;10;1;1384;8;1;204;54;49;https://www.hackster.io/contests/alexa-raspberry-pi;https://www.hackster.io/bltrobotics/alexa-the-english-major-thesaurus-skill-b14c7e;https://www.hackster.io/bltrobotics
0;2;1429;9;1;6235;25;6;229;0;19;https://www.hackster.io/contests/alexa-raspberry-pi;https://www.hackster.io/Salmanfarisvp/raspberry-pi-azure-based-home-automation-44e847;https://www.hackster.io/Salmanfarisvp
0;2;1427;3;1;1509;7;0;17;0;12;https://www.hackster.io/contests/hologram;https://www.hackster.io/kuzma/hologram-stuff-monitor-9ffa90;https://www.hackster.io/kuzma
0;2;1427;3;1;1509;7;0;17;0;12;https://www.hackster.io/contests/hologram;https://www.hackster.io/kuzma/hologram-stuff-monitor-9ffa90;https://www.hackster.io/kuzma
0;2;1426;0;1;1828;25;5;298;15;47;https://www.hackster.io/contests/CI20;https://www.hackster.io/RONDAGDAG/target-seeking-spider-bot-4c4214;https://www.hackster.io/RONDAGDAG
0;2;1421;7;0;2950;4;0;81;0;13;https://www.hackster.io/contests/Google;https://www.hackster.io/charifmahmoudi/iot-with-google-s-android-things-283f0b;https://www.hackster.io/charifmahmoudi
0;2;1419;15;1;10501;12;1;4;1;1;https://www.hackster.io/contests/alexasmarthome;https://www.hackster.io/rajesh3/light-control-using-arduino-and-amazon-alexa-4de729;https://www.hackster.io/rajesh3
1;2;1416;4;1;878;10;3;25;0;8;https://www.hackster.io/contests/walabot2017;https://www.hackster.io/VBB/alexa-to-walabot-mess-o-meter-are-we-a-go-for-ice-cream-603f35;https://www.hackster.io/VBB
0;2;1413;7;1;394;3;0;1;0;1;https://www.hackster.io/contests/sparkfun-blynk-contest;https://www.hackster.io/echoromeo/photoblynk-b1a26b;https://www.hackster.io/echoromeo
0;2;1410;10;1;1439;12;1;8;0;3;https://www.hackster.io/contests/AWSIoTMegaContest;https://www.hackster.io/tank-clone-419450/secure-yun-c0b170;https://www.hackster.io/user14610
1;2;1410;4;0;2649;18;6;4;1;1;https://www.hackster.io/contests/arduino-mkrfox1200;https://www.hackster.io/gael-porte/iot-bird-feeder-with-sigfox-and-tweeter-8d7fe6;https://www.hackster.io/gael-porte
0;2;1408;6;1;302;4;0;24;1;22;https://www.hackster.io/contests/artikcloud;https://www.hackster.io/LaurenceHR/beaglebone-green-temperature-monitor-on-artik-cloud-08ca3b;https://www.hackster.io/LaurenceHR
1;2;1403;10;1;656;4;0;0;0;2;https://www.hackster.io/contests/UKAmazonAlexa;https://www.hackster.io/hakan-mehmed/air-quality-alexa-skill-f9fd23;https://www.hackster.io/hakan-mehmed
0;2;1403;10;1;656;4;0;0;0;2;https://www.hackster.io/contests/alexa-reinvent;https://www.hackster.io/hakan-mehmed/air-quality-alexa-skill-f9fd23;https://www.hackster.io/hakan-mehmed
0;2;1402;9;1;17326;51;3;70;9;16;https://www.hackster.io/contests/alexa-raspberry-pi;https://www.hackster.io/fileark/alexapi-mqtt-smart-hub-984dcf;https://www.hackster.io/fileark
0;2;1398;8;0;671;9;5;30;7;11;https://www.hackster.io/contests/Infineon3D;https://www.hackster.io/dhairya-parikh/the-magnet-tag-5efe64;https://www.hackster.io/dhairya-parikh
1;2;1395;13;1;9114;24;8;4;0;2;https://www.hackster.io/contests/alexa-api-contest;https://www.hackster.io/joseph-douce/alexa-aws-ifttt-uk-e4499b;https://www.hackster.io/joseph-douce
0;2;1391;8;0;402;4;1;1;0;1;https://www.hackster.io/contests/arduino-automation-robotics;https://www.hackster.io/pandora/arduino-water-tank-level-monitor-with-plc-connection-6c9eaa;https://www.hackster.io/pandora
1;2;1378;9;1;3555;23;0;17;0;7;https://www.hackster.io/contests/hologram;https://www.hackster.io/pi_in_the_sky/cellular-connected-autonomous-ar-drone-2-0-0feb3d;https://www.hackster.io/terry-rodriguez
1;2;1373;11;0;411;5;0;0;1;1;https://www.hackster.io/contests/sigfoxuniversities;https://www.hackster.io/school-warden/arduino-sigfox-school-warden-to-monitor-the-environment-54438c;https://www.hackster.io/TheWichoLuiz
0;2;1370;8;1;32505;68;31;65;10;10;https://www.hackster.io/contests/beaglebonegreen;https://www.hackster.io/Tiobel/track-me-457576;https://www.hackster.io/Tiobel
0;2;1368;13;0;889;6;1;229;24;35;https://www.hackster.io/contests/sparkfun-blynk-contest;https://www.hackster.io/taifur/iot-egg-tray-with-humidity-temperature-monitoring-7d7fc5;https://www.hackster.io/taifur
