"","Winorloose","Schwierigkeitsgrad","Anzahl.der.Wörter","Anzahl.der.Bilder","Vollständige.Beschreibung","Views","Likes","Kommentare","Follower","Following","Anzahl.der.Projekte","Contest","Project_page","User_page"
"263",0,2,2184,25,1,2.989,23,11,229,0,19,"https://www.hackster.io/contests/Tinkernut","https://www.hackster.io/Salmanfarisvp/sebi-smart-electric-bin-c97e05","https://www.hackster.io/Salmanfarisvp"
"264",0,2,2174,10,1,600,9,0,50,13,8,"https://www.hackster.io/contests/HomeandOfficeFuture","https://www.hackster.io/ryanjgill2/chameleon-monitoring-system-b11261","https://www.hackster.io/ryanjgill2"
"265",0,2,2134,9,1,13.858,38,4,11,0,1,"https://www.hackster.io/contests/arduino-microsoft-maker","https://www.hackster.io/svelde/control-arduino-rover-using-firmata-and-xbox-one-controller-70c51a","https://www.hackster.io/svelde"
"266",0,2,2097,8,0,4.269,23,1,11,0,1,"https://www.hackster.io/contests/smart-devices-for-smart-cities","https://www.hackster.io/Laura_Vargas/e-care-heart-5b7edf","https://www.hackster.io/Laura_Vargas"
"267",0,2,2085,8,1,1.427,11,0,4,5,1,"https://www.hackster.io/contests/alexasmarthome","https://www.hackster.io/start-down/alexa-humour-dj-24557f","https://www.hackster.io/Frao92"
"268",0,2,2075,10,0,2.875,12,0,8,0,8,"https://www.hackster.io/contests/alexasmarthome","https://www.hackster.io/chuartdo/solar-battery-powered-switch-for-blinds-lights-and-charger-f24118","https://www.hackster.io/chuartdo"
"269",0,2,2075,10,0,2.875,12,0,8,0,8,"https://www.hackster.io/contests/alexasmarthome","https://www.hackster.io/chuartdo/solar-battery-powered-switch-for-blinds-lights-and-charger-f24118","https://www.hackster.io/chuartdo"
"270",0,2,2073,7,1,3.418,25,4,10,0,1,"https://www.hackster.io/contests/arduino-microsoft-maker","https://www.hackster.io/rethink-iot/event-monitor-for-independent-senior-citizens-e3edfc","https://www.hackster.io/joepvanwyk"
"271",0,2,2061,21,1,1.186,18,0,50,0,11,"https://www.hackster.io/contests/particle-star-wars","https://www.hackster.io/sarthaksethi/control-any-device-with-your-hand-78fdc4","https://www.hackster.io/sarthaksethi"
"272",0,2,2059,4,0,1.033,6,0,81,2,14,"https://www.hackster.io/contests/HomeandOfficeFuture","https://www.hackster.io/28831/getting-started-with-the-sparkfun-blynk-board-and-fixes-03a052","https://www.hackster.io/reanimationxp"
"273",0,2,2046,21,1,1.289,6,1,119,4,48,"https://www.hackster.io/contests/Tinkernut","https://www.hackster.io/wesee/drs-for-water-filtration-system-caab53","https://www.hackster.io/wesee"
"274",0,2,1998,2,1,2.425,5,0,50,19,32,"https://www.hackster.io/contests/Intel-Arduino-101","https://www.hackster.io/masteruan/arduino-101-curie-ios-pulse-sensor-2441cd","https://www.hackster.io/masteruan"
"275",0,2,1962,16,1,1.533,3,0,0,0,1,"https://www.hackster.io/contests/alexasmarthome","https://www.hackster.io/king-bros/rainometer-d4b1fa","https://www.hackster.io/Marco_King"
"276",0,2,1929,8,1,1.06,5,0,0,0,1,"https://www.hackster.io/contests/alexasmarthome","https://www.hackster.io/bytehead/diy-air-humidifier-with-backlight-controlled-by-alexa-03b421","https://www.hackster.io/bytehead"
"277",0,2,1906,8,1,11.455,43,0,213,6,58,"https://www.hackster.io/contests/Tinkernut","https://www.hackster.io/gatoninja236/iot-treat-dispenser-for-pets-1200cd","https://www.hackster.io/gatoninja236"
"278",0,2,1887,3,0,1.645,9,2,3,2,1,"https://www.hackster.io/contests/Tinkernut","https://www.hackster.io/techtower64/solar-powered-iot-rain-barrel-185982","https://www.hackster.io/techtower64"
"279",0,2,1883,4,1,2.164,18,0,31,7,13,"https://www.hackster.io/contests/Tinkernut","https://www.hackster.io/parmarravi950/iotrix-smart-advertisement-led-board-cbfff5","https://www.hackster.io/parmarravi950"
"280",0,2,1860,20,0,159,5,1,32,125,8,"https://www.hackster.io/contests/cypress-sensing-the-world-contest","https://www.hackster.io/raoult/sonic-d-i-o-g-i-eb7032","https://www.hackster.io/raoult"
"281",0,2,1859,5,1,456,5,1,37,0,16,"https://www.hackster.io/contests/smart-devices-for-smart-cities","https://www.hackster.io/jegatheesan/portable-noncontact-tachometer-5d1b74","https://www.hackster.io/jegatheesan"
"282",0,2,1854,3,1,2.961,9,0,1,0,1,"https://www.hackster.io/contests/arduino-microsoft-maker","https://www.hackster.io/cchatz/thundercatch-iot-network-8d87ce","https://www.hackster.io/cchatz"
"283",0,2,1854,3,1,2.961,9,0,1,0,1,"https://www.hackster.io/contests/arduino-microsoft-maker","https://www.hackster.io/cchatz/thundercatch-iot-network-8d87ce","https://www.hackster.io/cchatz"
"284",0,2,1852,6,1,618,1,0,37,0,16,"https://www.hackster.io/contests/smart-devices-for-smart-cities","https://www.hackster.io/jegatheesan/intelligent-calling-bell-d9fecf","https://www.hackster.io/jegatheesan"
"285",0,2,1852,11,1,541,5,0,1,0,1,"https://www.hackster.io/contests/make-holiday-contest","https://www.hackster.io/kalmar-makerspace/flying-rudolph-and-makey-santa-f9b3e2","https://www.hackster.io/linus-bjornlund"
"286",0,2,1832,10,1,801,10,0,30,7,11,"https://www.hackster.io/contests/Tinkernut","https://www.hackster.io/dhairya-parikh/wisor-the-wireless-sensor-hub-2e3405","https://www.hackster.io/dhairya-parikh"
"287",0,2,1804,4,1,1.139,9,0,37,0,16,"https://www.hackster.io/contests/smart-devices-for-smart-cities","https://www.hackster.io/jegatheesan/mobile-as-pc-joystick-416986","https://www.hackster.io/jegatheesan"
"288",0,2,1779,12,1,8.746,20,2,17,0,10,"https://www.hackster.io/contests/alexasmarthome","https://www.hackster.io/saka/alexa-voice-control-for-almost-any-amplifier-tv-cd-dvd-87fff1","https://www.hackster.io/saka"
"289",0,2,1779,3,1,8.356,49,10,4,2,1,"https://www.hackster.io/contests/Tinkernut","https://www.hackster.io/nathan-king/automatic-catapult-for-throwing-pet-food-balls-and-more-adbe28","https://www.hackster.io/nathan-king"
"290",0,2,1753,9,1,634,8,1,4,0,4,"https://www.hackster.io/contests/particle-star-wars","https://www.hackster.io/vanmyers/tv-b-glove-e1f728","https://www.hackster.io/vanmyers"
"291",0,2,1750,3,1,12.871,15,6,3,0,1,"https://www.hackster.io/contests/arduino-microsoft-maker","https://www.hackster.io/dbarbee/temperature-controled-charcoal-smoker-58db49","https://www.hackster.io/dbarbee"
"292",0,2,1748,2,1,582,1,0,2,0,2,"https://www.hackster.io/contests/Windows10Automation","https://www.hackster.io/barry/a-slice-of-avatar-pie-b8753d","https://www.hackster.io/barry"
"293",0,2,1738,5,1,1.372,8,0,1,0,3,"https://www.hackster.io/contests/alexasmarthome","https://www.hackster.io/hackbones/smart-home-using-alexa-39f9c2","https://www.hackster.io/soundarrajanforever"
"294",0,2,1737,5,1,368,2,0,35,0,11,"https://www.hackster.io/contests/cypress-sensing-the-world-contest","https://www.hackster.io/Abysmal/lighting-with-cypress-cy8ckit-048-c31193","https://www.hackster.io/Abysmal"
"295",0,2,1729,8,1,2.509,7,0,5,0,3,"https://www.hackster.io/contests/Windows10Automation","https://www.hackster.io/vadlak/foodie-de3bc3","https://www.hackster.io/vadlak"
"296",0,2,1727,6,0,266,1,0,3,0,2,"https://www.hackster.io/contests/hardware-home","https://www.hackster.io/garytbleck/titmouse-v2-temp-sensor-and-birdhouse-411d7d","https://www.hackster.io/garytbleck"
"297",0,2,1701,7,0,6.205,26,13,6,0,1,"https://www.hackster.io/contests/alexasmarthome","https://www.hackster.io/skulter/alexa-nodemcu-smart-home-automation-with-your-own-hub-1a229f","https://www.hackster.io/skulter"
"298",0,2,1698,3,1,3.484,26,1,4,0,1,"https://www.hackster.io/contests/particle-star-wars","https://www.hackster.io/RedSquirrel/blaster-with-aws-alexa-voice-control-ir-firing-power-706604","https://www.hackster.io/RedSquirrel"
"299",0,2,1672,6,1,6.191,22,2,14,1,4,"https://www.hackster.io/contests/Tinkernut","https://www.hackster.io/SrivishnuTech/protect-your-room-with-fingerprints-for-under-20-e387a7","https://www.hackster.io/SrivishnuTech"
"300",0,2,1664,8,1,2.912,10,0,42,0,10,"https://www.hackster.io/contests/Windows10Automation","https://www.hackster.io/team-brandmooffin/relox-5ed98c","https://www.hackster.io/brandmooffin"
"301",0,2,1644,7,1,2.936,24,0,45,0,4,"https://www.hackster.io/contests/smart-devices-for-smart-cities","https://www.hackster.io/Imetomi/voice-controlled-home-automation-and-security-system-8036aa","https://www.hackster.io/Imetomi"
"302",0,2,1642,9,1,13.042,42,8,8,2,3,"https://www.hackster.io/contests/Tinkernut","https://www.hackster.io/mportatoes/trading-card-scanner-organizer-84399a","https://www.hackster.io/mportatoes"
"303",0,2,1631,3,0,7.393,25,7,4,0,1,"https://www.hackster.io/contests/arduino-microsoft-maker","https://www.hackster.io/MarkDreyband/iot-pull-up-bar-7426af","https://www.hackster.io/MarkDreyband"
"304",1,2,1627,14,1,15.157,49,1,213,6,58,"https://www.hackster.io/contests/Tinkernut","https://www.hackster.io/gatoninja236/candy-dispenser-with-google-assistant-564724","https://www.hackster.io/gatoninja236"
"305",0,2,1597,5,1,198,1,0,37,0,16,"https://www.hackster.io/contests/smart-devices-for-smart-cities","https://www.hackster.io/jegatheesan/light-and-music-party-start-alarm-using-bt-settings-1e0bc4","https://www.hackster.io/jegatheesan"
"306",0,2,1573,8,0,1.443,8,1,42,0,10,"https://www.hackster.io/contests/smart-devices-for-smart-cities","https://www.hackster.io/brandmooffin/alarm-tec-671d33","https://www.hackster.io/brandmooffin"
"307",0,2,1571,7,1,890,1,1,0,0,1,"https://www.hackster.io/contests/arduino-microsoft-maker","https://www.hackster.io/cms-lifehack/iot-based-coffee-management-system-cms-311569","https://www.hackster.io/cms-lifehack"
"308",0,2,1570,5,1,4.781,14,6,7,2,1,"https://www.hackster.io/contests/Tinkernut","https://www.hackster.io/maker_inc/smart-shoes-auto-lacing-and-generating-electricity-fb9b48","https://www.hackster.io/maker_inc"
"309",0,2,1540,2,1,64.988,183,10,68,0,3,"https://www.hackster.io/contests/smart-devices-for-smart-cities","https://www.hackster.io/iddi/home-smart-home-ab15ed","https://www.hackster.io/iddi"
"310",0,2,1535,6,1,3.209,5,0,1,0,1,"https://www.hackster.io/contests/alexasmarthome","https://www.hackster.io/pseudozach/alexa-feed-toto-4e1468","https://www.hackster.io/pseudozach"
"311",0,2,1533,13,1,377,4,0,41,1,18,"https://www.hackster.io/contests/particle-star-wars","https://www.hackster.io/TinamousSteve/death-star-status-indicator-a1e814","https://www.hackster.io/TinamousSteve"
"312",0,2,1507,6,1,57.45,118,38,118,0,11,"https://www.hackster.io/contests/Windows10Automation","https://www.hackster.io/careypayette/long-range-uhf-rfid-item-tracking-system-fc5372","https://www.hackster.io/careypayette"
"313",0,2,1495,5,1,9.293,12,3,68,0,10,"https://www.hackster.io/contests/arduino-microsoft-maker","https://www.hackster.io/BuddyC/mkr1000-universal-remonster-4999cc","https://www.hackster.io/BuddyC"
"314",0,2,1442,8,0,997,2,0,2,0,1,"https://www.hackster.io/contests/arduino-microsoft-maker","https://www.hackster.io/yanza/iot-device-capability-discovery-with-arduino-mkr1000-05a5af","https://www.hackster.io/yanza"
"315",0,2,1436,12,0,113,0,0,0,0,2,"https://www.hackster.io/contests/Intel-Arduino-101","https://www.hackster.io/hyuck-choi/customizing-light-arrangement-using-iot-8c2909","https://www.hackster.io/hyuck-choi"
"316",0,2,1436,8,1,1.276,10,0,3,0,3,"https://www.hackster.io/contests/Tinkernut","https://www.hackster.io/jose-cruz/remote-module-for-arduino-home-controller-9693c7","https://www.hackster.io/jose-cruz"
"317",0,2,1419,15,1,10.501,12,1,4,1,1,"https://www.hackster.io/contests/alexasmarthome","https://www.hackster.io/rajesh3/light-control-using-arduino-and-amazon-alexa-4de729","https://www.hackster.io/rajesh3"
"318",0,2,1335,3,1,2.765,14,2,2,0,1,"https://www.hackster.io/contests/arduino-microsoft-maker","https://www.hackster.io/khalidaabdulla/wi-fi-power-toggler-0ed04a","https://www.hackster.io/khalidaabdulla"
"319",0,2,1328,11,1,1.438,8,0,20,0,10,"https://www.hackster.io/contests/cypress-sensing-the-world-contest","https://www.hackster.io/bluetiger9/automatic-homeplant-irrigation-7c36da","https://www.hackster.io/bluetiger9"
"320",1,2,1320,5,1,1.515,8,0,5,5,6,"https://www.hackster.io/contests/cypress-sensing-the-world-contest","https://www.hackster.io/locogenii/amacs-aquaponics-monitoring-and-control-system-3c0165","https://www.hackster.io/narashiman"
"321",0,2,1307,4,1,5.982,25,2,12,2,6,"https://www.hackster.io/contests/Tinkernut","https://www.hackster.io/binsun148/3d-printer-thermal-runaway-watchdog-thermistor-tester-4a0ebb","https://www.hackster.io/binsun148"
"322",0,2,1287,2,1,373,2,0,81,2,14,"https://www.hackster.io/contests/particle-star-wars","https://www.hackster.io/reanimationxp/star-wars-door-blaster-681693","https://www.hackster.io/reanimationxp"
"323",0,2,1282,4,1,1.755,9,0,0,0,1,"https://www.hackster.io/contests/alexasmarthome","https://www.hackster.io/smarter-smart-home/smarter-smart-home-e66889","https://www.hackster.io/Josh_Mitton"
"324",0,2,1261,5,0,18.439,63,2,10,0,1,"https://www.hackster.io/contests/arduino-microsoft-maker","https://www.hackster.io/ransomhall/precision-agriculture-a-prototype-solution-58a43b","https://www.hackster.io/ransomhall"
"325",0,2,1248,5,1,155,6,6,3,0,4,"https://www.hackster.io/contests/hardware-home","https://www.hackster.io/dcsp/wifi-wxdome-d92355","https://www.hackster.io/dcsp"
"326",0,2,1246,5,1,1.258,7,0,17,1,13,"https://www.hackster.io/contests/particle-star-wars","https://www.hackster.io/amerch92/han-solo-dl-44-blaster-remote-5f3b5d","https://www.hackster.io/amerch92"
"327",0,2,1239,5,1,4.436,12,1,3,2,3,"https://www.hackster.io/contests/alexasmarthome","https://www.hackster.io/dfw-hackster/alexa-are-the-kids-up-0f0852","https://www.hackster.io/jonathan-tindal"
"328",0,2,1237,6,1,455,2,0,45,13,16,"https://www.hackster.io/contests/make-holiday-contest","https://www.hackster.io/wgbartley/my-angels-angel-9f0a6c","https://www.hackster.io/wgbartley"
"329",0,2,1230,12,0,11.265,28,17,2,0,1,"https://www.hackster.io/contests/alexasmarthome","https://www.hackster.io/2stacks/alexa-trigger-esp8266-181f0d","https://www.hackster.io/2stacks"
"330",0,2,1215,5,1,643,6,0,2,0,1,"https://www.hackster.io/contests/alexasmarthome","https://www.hackster.io/sahil-parikh/alexa-voice-control-diy-f1aedb","https://www.hackster.io/sahil-parikh"
"331",0,2,1208,8,0,3.371,11,3,94,6,27,"https://www.hackster.io/contests/arduino-microsoft-maker","https://www.hackster.io/grindbit/grindbit-4eeb5d","https://www.hackster.io/Nyceane"
"332",0,2,1206,7,0,1.286,7,1,229,24,35,"https://www.hackster.io/contests/cypress-sensing-the-world-contest","https://www.hackster.io/taifur/heart-rate-counter-c00983","https://www.hackster.io/taifur"
"333",0,2,1203,9,1,5.064,18,1,9,0,2,"https://www.hackster.io/contests/arduino-microsoft-maker","https://www.hackster.io/sgerli/codename-rgb-4c7356","https://www.hackster.io/sgerli"
"334",0,2,1197,8,1,2.776,9,2,5,0,1,"https://www.hackster.io/contests/Windows10Automation","https://www.hackster.io/Snow/digitalized-wi-fi-to-do-list-slate-a18075","https://www.hackster.io/Snow"
"335",0,2,1197,9,1,26.583,40,9,65,10,10,"https://www.hackster.io/contests/smart-devices-for-smart-cities","https://www.hackster.io/Tiobel/gsm-home-alarm-v1-0-41e4dc","https://www.hackster.io/Tiobel"
"336",0,2,1185,0,0,839,4,4,0,0,1,"https://www.hackster.io/contests/Windows10Automation","https://www.hackster.io/muhammadomer/power-up-a7dacb","https://www.hackster.io/muhammadomer"
"337",0,2,1185,0,0,839,4,4,0,0,1,"https://www.hackster.io/contests/Windows10Automation","https://www.hackster.io/muhammadomer/power-up-a7dacb","https://www.hackster.io/muhammadomer"
"338",0,2,1177,7,0,2.517,18,2,13,0,4,"https://www.hackster.io/contests/smart-devices-for-smart-cities","https://www.hackster.io/cswiger/carpal-your-automobile-s-obd-ii-dashboard-buddy-fbbc96","https://www.hackster.io/cswiger"
"339",0,2,1169,0,1,4.694,41,3,298,15,47,"https://www.hackster.io/contests/particle-star-wars","https://www.hackster.io/RONDAGDAG/photon-lightsaber-controller-for-vr-ar-18ba34","https://www.hackster.io/RONDAGDAG"
"340",0,2,1154,3,1,867,4,1,1,0,2,"https://www.hackster.io/contests/Intel-Arduino-101","https://www.hackster.io/aitor-gamarra/the-arduino101-way-of-caregiving-4d81e5","https://www.hackster.io/aitor-gamarra"
"341",0,2,1152,7,1,3.136,3,0,10,0,5,"https://www.hackster.io/contests/Windows10Automation","https://www.hackster.io/RaspberryPiNerd/windowscleaner-5cd5aa","https://www.hackster.io/RaspberryPiNerd"
"342",0,2,1148,3,0,1.987,9,0,20,0,10,"https://www.hackster.io/contests/cypress-sensing-the-world-contest","https://www.hackster.io/bluetiger9/using-the-cypress-i2c-usb-bridge-under-linux-raspberry-pi-efeb4d","https://www.hackster.io/bluetiger9"
"343",0,2,1146,8,0,7.948,31,2,17,0,6,"https://www.hackster.io/contests/arduino-microsoft-maker","https://www.hackster.io/pvalyk/beekeeping-with-arduino-4216bb","https://www.hackster.io/pvalyk"
"344",0,2,1144,9,1,5.167,24,2,15,10,3,"https://www.hackster.io/contests/alexasmarthome","https://www.hackster.io/sadee/smart-home-automation-and-security-system-using-1sheeld-da7ce2","https://www.hackster.io/ahmedibrrahim"
"345",0,2,1143,4,0,836,6,0,4,3,4,"https://www.hackster.io/contests/arduino-microsoft-maker","https://www.hackster.io/synd/tack-your-gait-a0e248","https://www.hackster.io/synd"
"346",0,2,1140,4,1,4.642,24,0,9,0,2,"https://www.hackster.io/contests/Windows10Automation","https://www.hackster.io/team-iot-geeks/home-visits-manager-84ce77","https://www.hackster.io/islamkhalil"
"347",0,2,1132,9,1,675,6,0,24,1,22,"https://www.hackster.io/contests/HomeandOfficeFuture","https://www.hackster.io/LaurenceHR/connecting-linkit-smart-7688-duo-to-cayenne-e04513","https://www.hackster.io/LaurenceHR"
"348",0,2,1131,8,0,44,0,0,0,0,1,"https://www.hackster.io/contests/alexasmarthome","https://www.hackster.io/mkukar/home-miner-02323b","https://www.hackster.io/mkukar"
"349",0,2,1129,6,0,4.031,6,1,8,0,6,"https://www.hackster.io/contests/arduino-microsoft-maker","https://www.hackster.io/HiAmadeus/algorithmic-camera-trigger-shutterino-799713","https://www.hackster.io/HiAmadeus"
"350",0,2,1123,6,0,19.697,34,6,10,0,1,"https://www.hackster.io/contests/Windows10Automation","https://www.hackster.io/michael-gillett/dorm-automation-9fed01","https://www.hackster.io/michael-gillett"
"351",0,2,1122,4,1,8.11,18,2,2,0,1,"https://www.hackster.io/contests/alexasmarthome","https://www.hackster.io/my-arduino-home/arduino-home-automation-control-board-iot-4bf329","https://www.hackster.io/david-sargent"
"352",0,2,1118,7,1,8.838,30,1,15,0,2,"https://www.hackster.io/contests/arduino-microsoft-maker","https://www.hackster.io/ioanniskydonis/home-automation-with-arduino-mkr1000-and-windows-10-7d451c","https://www.hackster.io/ioanniskydonis"
"353",0,2,1113,2,1,772,12,0,298,15,47,"https://www.hackster.io/contests/particle-star-wars","https://www.hackster.io/RONDAGDAG/how-to-impress-darth-vader-834195","https://www.hackster.io/RONDAGDAG"
"354",0,2,1112,1,1,397,18,2,2,0,1,"https://www.hackster.io/contests/hardware-home","https://www.hackster.io/acid-curie-2/doorbell-sensor-075038","https://www.hackster.io/acid-curie-2"
"355",1,2,1104,4,1,1.222,12,2,49,4,18,"https://www.hackster.io/contests/cypress-sensing-the-world-contest","https://www.hackster.io/user462411/theremin-made-with-cypress-psoc-396db3","https://www.hackster.io/user462411"
"356",0,2,1102,7,1,2.947,7,5,0,0,1,"https://www.hackster.io/contests/alexasmarthome","https://www.hackster.io/jth-1996/enable-alexa-control-to-your-ceiling-fan-59ce4d","https://www.hackster.io/jth-1996"
"357",0,2,1100,10,1,142,3,0,9,0,11,"https://www.hackster.io/contests/cypress-sensing-the-world-contest","https://www.hackster.io/claude4/exploring-sounds-with-the-cypress-pioneer-kit-cb713b","https://www.hackster.io/claude4"
"358",0,2,1080,4,1,226,18,0,3,0,4,"https://www.hackster.io/contests/hardware-home","https://www.hackster.io/dcsp/iradio-9ff53e","https://www.hackster.io/dcsp"
"359",0,2,1072,3,0,7.669,16,4,10,0,5,"https://www.hackster.io/contests/smart-devices-for-smart-cities","https://www.hackster.io/RaspberryPiNerd/arduino-and-android-39b9ee","https://www.hackster.io/RaspberryPiNerd"
"360",0,2,1065,4,1,6.009,56,10,166,0,16,"https://www.hackster.io/contests/hardware-home","https://www.hackster.io/fablabeu/the-sensable-thing-a6f600","https://www.hackster.io/fablabeu"
"361",0,2,1061,1,0,8.333,26,2,9,0,1,"https://www.hackster.io/contests/arduino-microsoft-maker","https://www.hackster.io/doc-grid-73f968/sensal-all-senses-alarm-clock-ba61d8","https://www.hackster.io/user653171553"
"362",0,2,1054,8,1,45.376,36,28,30,0,4,"https://www.hackster.io/contests/arduino-microsoft-maker","https://www.hackster.io/youssef-sabaa/arduino-bluetooth-programming-shield-wireless-upload-code-1a397c","https://www.hackster.io/YoussefSabaa"
"363",1,2,1049,7,1,1.126,3,3,14,0,3,"https://www.hackster.io/contests/pi-day-contest","https://www.hackster.io/keebie81/count-to-pi-99042c","https://www.hackster.io/keebie81"
"364",0,2,1040,5,1,668,7,3,54,0,10,"https://www.hackster.io/contests/particle-star-wars","https://www.hackster.io/monkbroc/darth-vader-wearable-jedi-tracker-13e806","https://www.hackster.io/monkbroc"
"365",0,2,1035,6,1,11.757,58,21,14,0,1,"https://www.hackster.io/contests/Tinkernut","https://www.hackster.io/DVDMDN/automatic-sliding-door-for-the-garage-c7b1ba","https://www.hackster.io/DVDMDN"
"366",0,2,1012,5,0,188,0,0,4,6,2,"https://www.hackster.io/contests/cypress-sensing-the-world-contest","https://www.hackster.io/sanchez-andres/asthma-and-rhinitis-habitat-in-a-smart-home-d82a92","https://www.hackster.io/sanchez-andres"
"367",0,2,1008,5,1,382,7,0,9,14,5,"https://www.hackster.io/contests/cypress-sensing-the-world-contest","https://www.hackster.io/uLipe/indirect-camshaft-speed-engine-sensor-4fd995","https://www.hackster.io/uLipe"
"368",0,2,975,2,1,202,1,0,9,0,11,"https://www.hackster.io/contests/arduino-microsoft-maker","https://www.hackster.io/claude4/note-to-self-5c3b45","https://www.hackster.io/claude4"
"369",0,2,970,5,0,1.879,9,2,2,0,1,"https://www.hackster.io/contests/arduino-microsoft-maker","https://www.hackster.io/PureCarbon/worlds-first-remote-control-human-ea6d0e","https://www.hackster.io/PureCarbon"
"370",0,2,958,2,0,18.65,42,5,8,0,1,"https://www.hackster.io/contests/Windows10Automation","https://www.hackster.io/justin-credible/smart-home-dashboard-f959ee","https://www.hackster.io/justin-credible"
"371",0,2,935,4,1,900,3,0,119,4,48,"https://www.hackster.io/contests/alexasmarthome","https://www.hackster.io/75999/edison-nightlight-lantern-powered-by-alexa-e09090","https://www.hackster.io/wesee"
"372",0,2,926,0,0,2.415,4,4,3,0,1,"https://www.hackster.io/contests/arduino-microsoft-maker","https://www.hackster.io/chinmoyrick/rfid-attendance-dc189a","https://www.hackster.io/chinmoyrick"
"373",0,2,916,2,1,556,4,4,24,0,5,"https://www.hackster.io/contests/smart-devices-for-smart-cities","https://www.hackster.io/corky2003/autobit-340081","https://www.hackster.io/corky2003"
"374",0,2,913,2,0,728,9,0,7,0,1,"https://www.hackster.io/contests/particle-star-wars","https://www.hackster.io/TonyBoubady/blind-object-scanner-0cc8d7","https://www.hackster.io/TonyBoubady"
"375",0,2,909,5,0,752,0,0,0,0,1,"https://www.hackster.io/contests/alexasmarthome","https://www.hackster.io/matthew-reed/sal-sonar-alexa-lights-896cc2","https://www.hackster.io/matthew-reed"
"376",0,2,909,5,0,752,0,0,0,0,1,"https://www.hackster.io/contests/Tinkernut","https://www.hackster.io/matthew-reed/sal-sonar-alexa-lights-896cc2","https://www.hackster.io/matthew-reed"
"377",0,2,907,7,0,2.685,1,0,1,0,3,"https://www.hackster.io/contests/arduino-microsoft-maker","https://www.hackster.io/andres_galvez/ups-iot-281e0f","https://www.hackster.io/andres_galvez"
"378",0,2,899,5,1,402,1,0,0,0,1,"https://www.hackster.io/contests/alexasmarthome","https://www.hackster.io/samT/cuisine-assistant-f25118","https://www.hackster.io/samT"
"379",0,2,894,2,0,34.366,122,9,22,0,1,"https://www.hackster.io/contests/Windows10Automation","https://www.hackster.io/robopaul/personal-mirror-87aca7","https://www.hackster.io/robopaul"
"380",0,2,882,0,0,779,2,2,2,0,2,"https://www.hackster.io/contests/arduino-microsoft-maker","https://www.hackster.io/Argel/detector-de-incendio-florestal-inteligente-f90c0a","https://www.hackster.io/Argel"
"381",0,2,882,1,1,104,2,0,0,0,2,"https://www.hackster.io/contests/pi-day-contest","https://www.hackster.io/LittleMaker/water-pi-art-using-raspberry-pi-1074e0","https://www.hackster.io/LittleMaker"
"382",0,2,874,2,0,473,6,1,7,0,2,"https://www.hackster.io/contests/smart-devices-for-smart-cities","https://www.hackster.io/lomassubedi/inhibit-drink-and-drive-using-linkit-one-62bec4","https://www.hackster.io/lomassubedi"
"383",0,2,870,4,1,11.076,33,4,11,0,1,"https://www.hackster.io/contests/arduino-microsoft-maker","https://www.hackster.io/gius_8/weather-station-for-drones-1184cd","https://www.hackster.io/gius_8"
"384",0,2,869,3,1,697,9,0,25,0,8,"https://www.hackster.io/contests/particle-star-wars","https://www.hackster.io/Momy93/foton-the-connected-lightsaber-a6c159","https://www.hackster.io/Momy93"
"385",0,2,861,3,1,1.774,12,4,51,0,5,"https://www.hackster.io/contests/smart-devices-for-smart-cities","https://www.hackster.io/seeyouu/smart-city-bus-network-9f4cb0","https://www.hackster.io/seeyouu"
"386",0,2,861,5,1,214,2,0,0,0,1,"https://www.hackster.io/contests/smart-devices-for-smart-cities","https://www.hackster.io/BooRan/wireless-environment-station-for-internet-of-things-60e09d","https://www.hackster.io/BooRan"
"387",0,2,853,3,0,7.443,7,0,14,9,9,"https://www.hackster.io/contests/arduino-microsoft-maker","https://www.hackster.io/nosleep/smart-plastic-container-2b0641","https://www.hackster.io/crazycoder1999"
"388",0,2,835,5,0,1.477,0,0,8,0,8,"https://www.hackster.io/contests/Intel-Arduino-101","https://www.hackster.io/chuartdo/ble-haptic-dual-joystick-controller-31c2c2","https://www.hackster.io/chuartdo"
"389",0,2,833,2,0,2.491,6,0,8,0,4,"https://www.hackster.io/contests/arduino-microsoft-maker","https://www.hackster.io/JasonC_0X0D/eggzact-science-3ee203","https://www.hackster.io/JasonC_0X0D"
"390",0,2,820,5,0,74,0,0,0,0,1,"https://www.hackster.io/contests/Intel-Arduino-101","https://www.hackster.io/sko153/attachable-remote-switch-for-ieumteo-1bc621","https://www.hackster.io/sko153"
"391",0,2,820,3,0,1.559,0,1,8,0,3,"https://www.hackster.io/contests/arduino-microsoft-maker","https://www.hackster.io/NikitaP/remote-led-mood-setter-b07395","https://www.hackster.io/NikitaP"
"392",0,2,820,6,1,1.614,5,0,0,0,1,"https://www.hackster.io/contests/alexasmarthome","https://www.hackster.io/vitor-barbosa/pet-center-feed-and-entertain-your-pet-f6a1c1","https://www.hackster.io/vitor-barbosa"
"393",0,2,798,0,0,912,7,0,5,0,1,"https://www.hackster.io/contests/particle-star-wars","https://www.hackster.io/BenDLH/smart-heating-system-62333d","https://www.hackster.io/BenDLH"
"394",0,2,776,5,1,2.121,6,0,1,0,1,"https://www.hackster.io/contests/arduino-microsoft-maker","https://www.hackster.io/svenvdvoort/visibility-sensor-for-divers-dff3a4","https://www.hackster.io/svenvdvoort"
