Winorloose;Schwierigkeitsgrad;words;images;instructions;views;likes;comments;follower;following;projects;contest;projectpage;userpage
0;2;1860;20;0;159;5;1;32;125;8;https://www.hackster.io/contests/cypress-sensing-the-world-contest;https://www.hackster.io/raoult/sonic-d-i-o-g-i-eb7032;https://www.hackster.io/raoult
0;2;1859;5;1;456;5;1;37;0;16;https://www.hackster.io/contests/smart-devices-for-smart-cities;https://www.hackster.io/jegatheesan/portable-noncontact-tachometer-5d1b74;https://www.hackster.io/jegatheesan
0;2;1854;3;1;2961;9;0;1;0;1;https://www.hackster.io/contests/arduino-microsoft-maker;https://www.hackster.io/cchatz/thundercatch-iot-network-8d87ce;https://www.hackster.io/cchatz
0;2;1854;3;1;2961;9;0;1;0;1;https://www.hackster.io/contests/arduino-microsoft-maker;https://www.hackster.io/cchatz/thundercatch-iot-network-8d87ce;https://www.hackster.io/cchatz
0;2;1852;6;1;618;1;0;37;0;16;https://www.hackster.io/contests/smart-devices-for-smart-cities;https://www.hackster.io/jegatheesan/intelligent-calling-bell-d9fecf;https://www.hackster.io/jegatheesan
0;2;1852;11;1;541;5;0;1;0;1;https://www.hackster.io/contests/make-holiday-contest;https://www.hackster.io/kalmar-makerspace/flying-rudolph-and-makey-santa-f9b3e2;https://www.hackster.io/linus-bjornlund
0;2;1832;10;1;801;10;0;30;7;11;https://www.hackster.io/contests/Tinkernut;https://www.hackster.io/dhairya-parikh/wisor-the-wireless-sensor-hub-2e3405;https://www.hackster.io/dhairya-parikh
0;2;1804;4;1;1139;9;0;37;0;16;https://www.hackster.io/contests/smart-devices-for-smart-cities;https://www.hackster.io/jegatheesan/mobile-as-pc-joystick-416986;https://www.hackster.io/jegatheesan
0;2;1779;12;1;8746;20;2;17;0;10;https://www.hackster.io/contests/alexasmarthome;https://www.hackster.io/saka/alexa-voice-control-for-almost-any-amplifier-tv-cd-dvd-87fff1;https://www.hackster.io/saka
0;2;1779;3;1;8356;49;10;4;2;1;https://www.hackster.io/contests/Tinkernut;https://www.hackster.io/nathan-king/automatic-catapult-for-throwing-pet-food-balls-and-more-adbe28;https://www.hackster.io/nathan-king
0;2;1753;9;1;634;8;1;4;0;4;https://www.hackster.io/contests/particle-star-wars;https://www.hackster.io/vanmyers/tv-b-glove-e1f728;https://www.hackster.io/vanmyers
0;2;1750;3;1;12871;15;6;3;0;1;https://www.hackster.io/contests/arduino-microsoft-maker;https://www.hackster.io/dbarbee/temperature-controled-charcoal-smoker-58db49;https://www.hackster.io/dbarbee
0;2;1748;2;1;582;1;0;2;0;2;https://www.hackster.io/contests/Windows10Automation;https://www.hackster.io/barry/a-slice-of-avatar-pie-b8753d;https://www.hackster.io/barry
0;2;1738;5;1;1372;8;0;1;0;3;https://www.hackster.io/contests/alexasmarthome;https://www.hackster.io/hackbones/smart-home-using-alexa-39f9c2;https://www.hackster.io/soundarrajanforever
0;2;1737;5;1;368;2;0;35;0;11;https://www.hackster.io/contests/cypress-sensing-the-world-contest;https://www.hackster.io/Abysmal/lighting-with-cypress-cy8ckit-048-c31193;https://www.hackster.io/Abysmal
0;2;1729;8;1;2509;7;0;5;0;3;https://www.hackster.io/contests/Windows10Automation;https://www.hackster.io/vadlak/foodie-de3bc3;https://www.hackster.io/vadlak
0;2;1727;6;0;266;1;0;3;0;2;https://www.hackster.io/contests/hardware-home;https://www.hackster.io/garytbleck/titmouse-v2-temp-sensor-and-birdhouse-411d7d;https://www.hackster.io/garytbleck
0;2;1701;7;0;6205;26;13;6;0;1;https://www.hackster.io/contests/alexasmarthome;https://www.hackster.io/skulter/alexa-nodemcu-smart-home-automation-with-your-own-hub-1a229f;https://www.hackster.io/skulter
0;2;1698;3;1;3484;26;1;4;0;1;https://www.hackster.io/contests/particle-star-wars;https://www.hackster.io/RedSquirrel/blaster-with-aws-alexa-voice-control-ir-firing-power-706604;https://www.hackster.io/RedSquirrel
0;2;1672;6;1;6191;22;2;14;1;4;https://www.hackster.io/contests/Tinkernut;https://www.hackster.io/SrivishnuTech/protect-your-room-with-fingerprints-for-under-20-e387a7;https://www.hackster.io/SrivishnuTech
0;2;1664;8;1;2912;10;0;42;0;10;https://www.hackster.io/contests/Windows10Automation;https://www.hackster.io/team-brandmooffin/relox-5ed98c;https://www.hackster.io/brandmooffin
0;2;1644;7;1;2936;24;0;45;0;4;https://www.hackster.io/contests/smart-devices-for-smart-cities;https://www.hackster.io/Imetomi/voice-controlled-home-automation-and-security-system-8036aa;https://www.hackster.io/Imetomi
0;2;1642;9;1;13042;42;8;8;2;3;https://www.hackster.io/contests/Tinkernut;https://www.hackster.io/mportatoes/trading-card-scanner-organizer-84399a;https://www.hackster.io/mportatoes
0;2;1631;3;0;7393;25;7;4;0;1;https://www.hackster.io/contests/arduino-microsoft-maker;https://www.hackster.io/MarkDreyband/iot-pull-up-bar-7426af;https://www.hackster.io/MarkDreyband
1;2;1627;14;1;15157;49;1;213;6;58;https://www.hackster.io/contests/Tinkernut;https://www.hackster.io/gatoninja236/candy-dispenser-with-google-assistant-564724;https://www.hackster.io/gatoninja236
0;2;1597;5;1;198;1;0;37;0;16;https://www.hackster.io/contests/smart-devices-for-smart-cities;https://www.hackster.io/jegatheesan/light-and-music-party-start-alarm-using-bt-settings-1e0bc4;https://www.hackster.io/jegatheesan
0;2;1573;8;0;1443;8;1;42;0;10;https://www.hackster.io/contests/smart-devices-for-smart-cities;https://www.hackster.io/brandmooffin/alarm-tec-671d33;https://www.hackster.io/brandmooffin
0;2;1571;7;1;890;1;1;0;0;1;https://www.hackster.io/contests/arduino-microsoft-maker;https://www.hackster.io/cms-lifehack/iot-based-coffee-management-system-cms-311569;https://www.hackster.io/cms-lifehack
0;2;1570;5;1;4781;14;6;7;2;1;https://www.hackster.io/contests/Tinkernut;https://www.hackster.io/maker_inc/smart-shoes-auto-lacing-and-generating-electricity-fb9b48;https://www.hackster.io/maker_inc
0;2;1540;2;1;64988;183;10;68;0;3;https://www.hackster.io/contests/smart-devices-for-smart-cities;https://www.hackster.io/iddi/home-smart-home-ab15ed;https://www.hackster.io/iddi
0;2;1535;6;1;3209;5;0;1;0;1;https://www.hackster.io/contests/alexasmarthome;https://www.hackster.io/pseudozach/alexa-feed-toto-4e1468;https://www.hackster.io/pseudozach
0;2;1533;13;1;377;4;0;41;1;18;https://www.hackster.io/contests/particle-star-wars;https://www.hackster.io/TinamousSteve/death-star-status-indicator-a1e814;https://www.hackster.io/TinamousSteve
0;2;1507;6;1;5745;118;38;118;0;11;https://www.hackster.io/contests/Windows10Automation;https://www.hackster.io/careypayette/long-range-uhf-rfid-item-tracking-system-fc5372;https://www.hackster.io/careypayette
0;2;1495;5;1;9293;12;3;68;0;10;https://www.hackster.io/contests/arduino-microsoft-maker;https://www.hackster.io/BuddyC/mkr1000-universal-remonster-4999cc;https://www.hackster.io/BuddyC
0;2;1442;8;0;997;2;0;2;0;1;https://www.hackster.io/contests/arduino-microsoft-maker;https://www.hackster.io/yanza/iot-device-capability-discovery-with-arduino-mkr1000-05a5af;https://www.hackster.io/yanza
0;2;1436;12;0;113;0;0;0;0;2;https://www.hackster.io/contests/Intel-Arduino-101;https://www.hackster.io/hyuck-choi/customizing-light-arrangement-using-iot-8c2909;https://www.hackster.io/hyuck-choi
0;2;1436;8;1;1276;10;0;3;0;3;https://www.hackster.io/contests/Tinkernut;https://www.hackster.io/jose-cruz/remote-module-for-arduino-home-controller-9693c7;https://www.hackster.io/jose-cruz
0;2;1419;15;1;10501;12;1;4;1;1;https://www.hackster.io/contests/alexasmarthome;https://www.hackster.io/rajesh3/light-control-using-arduino-and-amazon-alexa-4de729;https://www.hackster.io/rajesh3
0;2;1335;3;1;2765;14;2;2;0;1;https://www.hackster.io/contests/arduino-microsoft-maker;https://www.hackster.io/khalidaabdulla/wi-fi-power-toggler-0ed04a;https://www.hackster.io/khalidaabdulla
0;2;1328;11;1;1438;8;0;20;0;10;https://www.hackster.io/contests/cypress-sensing-the-world-contest;https://www.hackster.io/bluetiger9/automatic-homeplant-irrigation-7c36da;https://www.hackster.io/bluetiger9
1;2;1320;5;1;1515;8;0;5;5;6;https://www.hackster.io/contests/cypress-sensing-the-world-contest;https://www.hackster.io/locogenii/amacs-aquaponics-monitoring-and-control-system-3c0165;https://www.hackster.io/narashiman
0;2;1307;4;1;5982;25;2;12;2;6;https://www.hackster.io/contests/Tinkernut;https://www.hackster.io/binsun148/3d-printer-thermal-runaway-watchdog-thermistor-tester-4a0ebb;https://www.hackster.io/binsun148
0;2;1287;2;1;373;2;0;81;2;14;https://www.hackster.io/contests/particle-star-wars;https://www.hackster.io/reanimationxp/star-wars-door-blaster-681693;https://www.hackster.io/reanimationxp
0;2;1282;4;1;1755;9;0;0;0;1;https://www.hackster.io/contests/alexasmarthome;https://www.hackster.io/smarter-smart-home/smarter-smart-home-e66889;https://www.hackster.io/Josh_Mitton
0;2;1261;5;0;18439;63;2;10;0;1;https://www.hackster.io/contests/arduino-microsoft-maker;https://www.hackster.io/ransomhall/precision-agriculture-a-prototype-solution-58a43b;https://www.hackster.io/ransomhall
0;2;1248;5;1;155;6;6;3;0;4;https://www.hackster.io/contests/hardware-home;https://www.hackster.io/dcsp/wifi-wxdome-d92355;https://www.hackster.io/dcsp
0;2;1246;5;1;1258;7;0;17;1;13;https://www.hackster.io/contests/particle-star-wars;https://www.hackster.io/amerch92/han-solo-dl-44-blaster-remote-5f3b5d;https://www.hackster.io/amerch92
0;2;1239;5;1;4436;12;1;3;2;3;https://www.hackster.io/contests/alexasmarthome;https://www.hackster.io/dfw-hackster/alexa-are-the-kids-up-0f0852;https://www.hackster.io/jonathan-tindal
0;2;1237;6;1;455;2;0;45;13;16;https://www.hackster.io/contests/make-holiday-contest;https://www.hackster.io/wgbartley/my-angels-angel-9f0a6c;https://www.hackster.io/wgbartley
0;2;1230;12;0;11265;28;17;2;0;1;https://www.hackster.io/contests/alexasmarthome;https://www.hackster.io/2stacks/alexa-trigger-esp8266-181f0d;https://www.hackster.io/2stacks
0;2;1215;5;1;643;6;0;2;0;1;https://www.hackster.io/contests/alexasmarthome;https://www.hackster.io/sahil-parikh/alexa-voice-control-diy-f1aedb;https://www.hackster.io/sahil-parikh
0;2;1208;8;0;3371;11;3;94;6;27;https://www.hackster.io/contests/arduino-microsoft-maker;https://www.hackster.io/grindbit/grindbit-4eeb5d;https://www.hackster.io/Nyceane
0;2;1206;7;0;1286;7;1;229;24;35;https://www.hackster.io/contests/cypress-sensing-the-world-contest;https://www.hackster.io/taifur/heart-rate-counter-c00983;https://www.hackster.io/taifur
0;2;1203;9;1;5064;18;1;9;0;2;https://www.hackster.io/contests/arduino-microsoft-maker;https://www.hackster.io/sgerli/codename-rgb-4c7356;https://www.hackster.io/sgerli
0;2;1197;8;1;2776;9;2;5;0;1;https://www.hackster.io/contests/Windows10Automation;https://www.hackster.io/Snow/digitalized-wi-fi-to-do-list-slate-a18075;https://www.hackster.io/Snow
0;2;1197;9;1;26583;40;9;65;10;10;https://www.hackster.io/contests/smart-devices-for-smart-cities;https://www.hackster.io/Tiobel/gsm-home-alarm-v1-0-41e4dc;https://www.hackster.io/Tiobel
0;2;1185;0;0;839;4;4;0;0;1;https://www.hackster.io/contests/Windows10Automation;https://www.hackster.io/muhammadomer/power-up-a7dacb;https://www.hackster.io/muhammadomer
0;2;1185;0;0;839;4;4;0;0;1;https://www.hackster.io/contests/Windows10Automation;https://www.hackster.io/muhammadomer/power-up-a7dacb;https://www.hackster.io/muhammadomer
0;2;1177;7;0;2517;18;2;13;0;4;https://www.hackster.io/contests/smart-devices-for-smart-cities;https://www.hackster.io/cswiger/carpal-your-automobile-s-obd-ii-dashboard-buddy-fbbc96;https://www.hackster.io/cswiger
0;2;1169;0;1;4694;41;3;298;15;47;https://www.hackster.io/contests/particle-star-wars;https://www.hackster.io/RONDAGDAG/photon-lightsaber-controller-for-vr-ar-18ba34;https://www.hackster.io/RONDAGDAG
0;2;1154;3;1;867;4;1;1;0;2;https://www.hackster.io/contests/Intel-Arduino-101;https://www.hackster.io/aitor-gamarra/the-arduino101-way-of-caregiving-4d81e5;https://www.hackster.io/aitor-gamarra
0;2;1152;7;1;3136;3;0;10;0;5;https://www.hackster.io/contests/Windows10Automation;https://www.hackster.io/RaspberryPiNerd/windowscleaner-5cd5aa;https://www.hackster.io/RaspberryPiNerd
0;2;1148;3;0;1987;9;0;20;0;10;https://www.hackster.io/contests/cypress-sensing-the-world-contest;https://www.hackster.io/bluetiger9/using-the-cypress-i2c-usb-bridge-under-linux-raspberry-pi-efeb4d;https://www.hackster.io/bluetiger9
0;2;1146;8;0;7948;31;2;17;0;6;https://www.hackster.io/contests/arduino-microsoft-maker;https://www.hackster.io/pvalyk/beekeeping-with-arduino-4216bb;https://www.hackster.io/pvalyk
0;2;1144;9;1;5167;24;2;15;10;3;https://www.hackster.io/contests/alexasmarthome;https://www.hackster.io/sadee/smart-home-automation-and-security-system-using-1sheeld-da7ce2;https://www.hackster.io/ahmedibrrahim
0;2;1143;4;0;836;6;0;4;3;4;https://www.hackster.io/contests/arduino-microsoft-maker;https://www.hackster.io/synd/tack-your-gait-a0e248;https://www.hackster.io/synd
0;2;1140;4;1;4642;24;0;9;0;2;https://www.hackster.io/contests/Windows10Automation;https://www.hackster.io/team-iot-geeks/home-visits-manager-84ce77;https://www.hackster.io/islamkhalil
0;2;1132;9;1;675;6;0;24;1;22;https://www.hackster.io/contests/HomeandOfficeFuture;https://www.hackster.io/LaurenceHR/connecting-linkit-smart-7688-duo-to-cayenne-e04513;https://www.hackster.io/LaurenceHR
0;2;1131;8;0;44;0;0;0;0;1;https://www.hackster.io/contests/alexasmarthome;https://www.hackster.io/mkukar/home-miner-02323b;https://www.hackster.io/mkukar
0;2;1129;6;0;4031;6;1;8;0;6;https://www.hackster.io/contests/arduino-microsoft-maker;https://www.hackster.io/HiAmadeus/algorithmic-camera-trigger-shutterino-799713;https://www.hackster.io/HiAmadeus
0;2;1123;6;0;19697;34;6;10;0;1;https://www.hackster.io/contests/Windows10Automation;https://www.hackster.io/michael-gillett/dorm-automation-9fed01;https://www.hackster.io/michael-gillett
0;2;1122;4;1;811;18;2;2;0;1;https://www.hackster.io/contests/alexasmarthome;https://www.hackster.io/my-arduino-home/arduino-home-automation-control-board-iot-4bf329;https://www.hackster.io/david-sargent
0;2;1118;7;1;8838;30;1;15;0;2;https://www.hackster.io/contests/arduino-microsoft-maker;https://www.hackster.io/ioanniskydonis/home-automation-with-arduino-mkr1000-and-windows-10-7d451c;https://www.hackster.io/ioanniskydonis
0;2;1113;2;1;772;12;0;298;15;47;https://www.hackster.io/contests/particle-star-wars;https://www.hackster.io/RONDAGDAG/how-to-impress-darth-vader-834195;https://www.hackster.io/RONDAGDAG
0;2;1112;1;1;397;18;2;2;0;1;https://www.hackster.io/contests/hardware-home;https://www.hackster.io/acid-curie-2/doorbell-sensor-075038;https://www.hackster.io/acid-curie-2
1;2;1104;4;1;1222;12;2;49;4;18;https://www.hackster.io/contests/cypress-sensing-the-world-contest;https://www.hackster.io/user462411/theremin-made-with-cypress-psoc-396db3;https://www.hackster.io/user462411
0;2;1102;7;1;2947;7;5;0;0;1;https://www.hackster.io/contests/alexasmarthome;https://www.hackster.io/jth-1996/enable-alexa-control-to-your-ceiling-fan-59ce4d;https://www.hackster.io/jth-1996
0;2;1100;10;1;142;3;0;9;0;11;https://www.hackster.io/contests/cypress-sensing-the-world-contest;https://www.hackster.io/claude4/exploring-sounds-with-the-cypress-pioneer-kit-cb713b;https://www.hackster.io/claude4
0;2;1080;4;1;226;18;0;3;0;4;https://www.hackster.io/contests/hardware-home;https://www.hackster.io/dcsp/iradio-9ff53e;https://www.hackster.io/dcsp
0;2;1072;3;0;7669;16;4;10;0;5;https://www.hackster.io/contests/smart-devices-for-smart-cities;https://www.hackster.io/RaspberryPiNerd/arduino-and-android-39b9ee;https://www.hackster.io/RaspberryPiNerd
0;2;1065;4;1;6009;56;10;166;0;16;https://www.hackster.io/contests/hardware-home;https://www.hackster.io/fablabeu/the-sensable-thing-a6f600;https://www.hackster.io/fablabeu
0;2;1061;1;0;8333;26;2;9;0;1;https://www.hackster.io/contests/arduino-microsoft-maker;https://www.hackster.io/doc-grid-73f968/sensal-all-senses-alarm-clock-ba61d8;https://www.hackster.io/user653171553
0;2;1054;8;1;45376;36;28;30;0;4;https://www.hackster.io/contests/arduino-microsoft-maker;https://www.hackster.io/youssef-sabaa/arduino-bluetooth-programming-shield-wireless-upload-code-1a397c;https://www.hackster.io/YoussefSabaa
1;2;1049;7;1;1126;3;3;14;0;3;https://www.hackster.io/contests/pi-day-contest;https://www.hackster.io/keebie81/count-to-pi-99042c;https://www.hackster.io/keebie81
0;2;1040;5;1;668;7;3;54;0;10;https://www.hackster.io/contests/particle-star-wars;https://www.hackster.io/monkbroc/darth-vader-wearable-jedi-tracker-13e806;https://www.hackster.io/monkbroc
0;2;1035;6;1;11757;58;21;14;0;1;https://www.hackster.io/contests/Tinkernut;https://www.hackster.io/DVDMDN/automatic-sliding-door-for-the-garage-c7b1ba;https://www.hackster.io/DVDMDN
0;2;1012;5;0;188;0;0;4;6;2;https://www.hackster.io/contests/cypress-sensing-the-world-contest;https://www.hackster.io/sanchez-andres/asthma-and-rhinitis-habitat-in-a-smart-home-d82a92;https://www.hackster.io/sanchez-andres
0;2;1008;5;1;382;7;0;9;14;5;https://www.hackster.io/contests/cypress-sensing-the-world-contest;https://www.hackster.io/uLipe/indirect-camshaft-speed-engine-sensor-4fd995;https://www.hackster.io/uLipe
0;2;975;2;1;202;1;0;9;0;11;https://www.hackster.io/contests/arduino-microsoft-maker;https://www.hackster.io/claude4/note-to-self-5c3b45;https://www.hackster.io/claude4
0;2;970;5;0;1879;9;2;2;0;1;https://www.hackster.io/contests/arduino-microsoft-maker;https://www.hackster.io/PureCarbon/worlds-first-remote-control-human-ea6d0e;https://www.hackster.io/PureCarbon
0;2;958;2;0;1865;42;5;8;0;1;https://www.hackster.io/contests/Windows10Automation;https://www.hackster.io/justin-credible/smart-home-dashboard-f959ee;https://www.hackster.io/justin-credible
0;2;935;4;1;900;3;0;119;4;48;https://www.hackster.io/contests/alexasmarthome;https://www.hackster.io/75999/edison-nightlight-lantern-powered-by-alexa-e09090;https://www.hackster.io/wesee
0;2;926;0;0;2415;4;4;3;0;1;https://www.hackster.io/contests/arduino-microsoft-maker;https://www.hackster.io/chinmoyrick/rfid-attendance-dc189a;https://www.hackster.io/chinmoyrick
0;2;916;2;1;556;4;4;24;0;5;https://www.hackster.io/contests/smart-devices-for-smart-cities;https://www.hackster.io/corky2003/autobit-340081;https://www.hackster.io/corky2003
0;2;913;2;0;728;9;0;7;0;1;https://www.hackster.io/contests/particle-star-wars;https://www.hackster.io/TonyBoubady/blind-object-scanner-0cc8d7;https://www.hackster.io/TonyBoubady
0;2;909;5;0;752;0;0;0;0;1;https://www.hackster.io/contests/alexasmarthome;https://www.hackster.io/matthew-reed/sal-sonar-alexa-lights-896cc2;https://www.hackster.io/matthew-reed
0;2;909;5;0;752;0;0;0;0;1;https://www.hackster.io/contests/Tinkernut;https://www.hackster.io/matthew-reed/sal-sonar-alexa-lights-896cc2;https://www.hackster.io/matthew-reed
0;2;907;7;0;2685;1;0;1;0;3;https://www.hackster.io/contests/arduino-microsoft-maker;https://www.hackster.io/andres_galvez/ups-iot-281e0f;https://www.hackster.io/andres_galvez
0;2;899;5;1;402;1;0;0;0;1;https://www.hackster.io/contests/alexasmarthome;https://www.hackster.io/samT/cuisine-assistant-f25118;https://www.hackster.io/samT
0;2;894;2;0;34366;122;9;22;0;1;https://www.hackster.io/contests/Windows10Automation;https://www.hackster.io/robopaul/personal-mirror-87aca7;https://www.hackster.io/robopaul
0;2;882;0;0;779;2;2;2;0;2;https://www.hackster.io/contests/arduino-microsoft-maker;https://www.hackster.io/Argel/detector-de-incendio-florestal-inteligente-f90c0a;https://www.hackster.io/Argel
0;2;882;1;1;104;2;0;0;0;2;https://www.hackster.io/contests/pi-day-contest;https://www.hackster.io/LittleMaker/water-pi-art-using-raspberry-pi-1074e0;https://www.hackster.io/LittleMaker
0;2;874;2;0;473;6;1;7;0;2;https://www.hackster.io/contests/smart-devices-for-smart-cities;https://www.hackster.io/lomassubedi/inhibit-drink-and-drive-using-linkit-one-62bec4;https://www.hackster.io/lomassubedi
0;2;870;4;1;11076;33;4;11;0;1;https://www.hackster.io/contests/arduino-microsoft-maker;https://www.hackster.io/gius_8/weather-station-for-drones-1184cd;https://www.hackster.io/gius_8
0;2;869;3;1;697;9;0;25;0;8;https://www.hackster.io/contests/particle-star-wars;https://www.hackster.io/Momy93/foton-the-connected-lightsaber-a6c159;https://www.hackster.io/Momy93
0;2;861;3;1;1774;12;4;51;0;5;https://www.hackster.io/contests/smart-devices-for-smart-cities;https://www.hackster.io/seeyouu/smart-city-bus-network-9f4cb0;https://www.hackster.io/seeyouu
0;2;861;5;1;214;2;0;0;0;1;https://www.hackster.io/contests/smart-devices-for-smart-cities;https://www.hackster.io/BooRan/wireless-environment-station-for-internet-of-things-60e09d;https://www.hackster.io/BooRan
0;2;853;3;0;7443;7;0;14;9;9;https://www.hackster.io/contests/arduino-microsoft-maker;https://www.hackster.io/nosleep/smart-plastic-container-2b0641;https://www.hackster.io/crazycoder1999
0;2;835;5;0;1477;0;0;8;0;8;https://www.hackster.io/contests/Intel-Arduino-101;https://www.hackster.io/chuartdo/ble-haptic-dual-joystick-controller-31c2c2;https://www.hackster.io/chuartdo
0;2;833;2;0;2491;6;0;8;0;4;https://www.hackster.io/contests/arduino-microsoft-maker;https://www.hackster.io/JasonC_0X0D/eggzact-science-3ee203;https://www.hackster.io/JasonC_0X0D
0;2;820;5;0;74;0;0;0;0;1;https://www.hackster.io/contests/Intel-Arduino-101;https://www.hackster.io/sko153/attachable-remote-switch-for-ieumteo-1bc621;https://www.hackster.io/sko153
0;2;820;3;0;1559;0;1;8;0;3;https://www.hackster.io/contests/arduino-microsoft-maker;https://www.hackster.io/NikitaP/remote-led-mood-setter-b07395;https://www.hackster.io/NikitaP
0;2;820;6;1;1614;5;0;0;0;1;https://www.hackster.io/contests/alexasmarthome;https://www.hackster.io/vitor-barbosa/pet-center-feed-and-entertain-your-pet-f6a1c1;https://www.hackster.io/vitor-barbosa
0;2;798;0;0;912;7;0;5;0;1;https://www.hackster.io/contests/particle-star-wars;https://www.hackster.io/BenDLH/smart-heating-system-62333d;https://www.hackster.io/BenDLH
0;2;776;5;1;2121;6;0;1;0;1;https://www.hackster.io/contests/arduino-microsoft-maker;https://www.hackster.io/svenvdvoort/visibility-sensor-for-divers-dff3a4;https://www.hackster.io/svenvdvoort
0;2;775;3;0;2344;9;7;19;0;6;https://www.hackster.io/contests/smart-devices-for-smart-cities;https://www.hackster.io/bharathegr/smart-car-parking-e44579;https://www.hackster.io/bharathegr
0;2;769;1;1;284;3;1;79;10;26;https://www.hackster.io/contests/make-holiday-contest;https://www.hackster.io/ElvisWolcott/christmas-tree-star-topper-and-ornament-692287;https://www.hackster.io/ElvisWolcott
0;2;762;3;0;1505;6;0;119;4;48;https://www.hackster.io/contests/arduino-microsoft-maker;https://www.hackster.io/wesee/smartq-notification-with-azure-iot-hub-and-virtual-shields-4e22bb;https://www.hackster.io/wesee
0;2;755;7;0;4356;12;4;1;0;1;https://www.hackster.io/contests/Tinkernut;https://www.hackster.io/charlie-doern/automated-plant-watering-with-voting-51e848;https://www.hackster.io/charlie-doern
0;2;754;6;0;121;1;0;0;0;1;https://www.hackster.io/contests/april-fools;https://www.hackster.io/tom-fields/trick-cups-b74460;https://www.hackster.io/tom-fields
0;2;734;7;0;1131;11;0;1;1;1;https://www.hackster.io/contests/alexasmarthome;https://www.hackster.io/a-bit-gassy/smart-iot-propane-monitoring-pedestal-9d9055;https://www.hackster.io/michael-jernigan
0;2;731;2;1;3331;22;4;7;3;4;https://www.hackster.io/contests/Tinkernut;https://www.hackster.io/bkpsu/nodemcu-remote-multisensor-with-oled-mqtt-440f09;https://www.hackster.io/bkpsu
0;2;728;5;0;5571;18;6;30;7;11;https://www.hackster.io/contests/Tinkernut;https://www.hackster.io/dhairya-parikh/the-environment-cube-know-the-land-beneath-you-b3c2dd;https://www.hackster.io/dhairya-parikh
0;2;714;0;0;3798;21;10;8;0;1;https://www.hackster.io/contests/smart-devices-for-smart-cities;https://www.hackster.io/viewmasterlabs/project-aquatix-6-iot-water-harvesting-system-1906c4;https://www.hackster.io/SagnikXV
0;2;713;8;1;561;6;0;16;0;4;https://www.hackster.io/contests/particle-star-wars;https://www.hackster.io/gauravmishra/death-star-turret-using-particle-photon-7c875e;https://www.hackster.io/gauravmishra
0;2;690;4;0;2314;7;1;9;0;4;https://www.hackster.io/contests/arduino-microsoft-maker;https://www.hackster.io/nazarenko_a_v/memory-game-5c07c2;https://www.hackster.io/nazarenko_a_v
0;2;688;2;0;6323;3;0;3;0;1;https://www.hackster.io/contests/arduino-microsoft-maker;https://www.hackster.io/misan/control-the-position-of-a-continuous-rotation-servo-via-wifi-270e64;https://www.hackster.io/misan
0;2;661;5;0;107;6;0;1;0;1;https://www.hackster.io/contests/pi-day-contest;https://www.hackster.io/user0186123318/calculate-pi-with-a-raspberry-pi-and-a-circular-cherry-pie-c15d27;https://www.hackster.io/user0186123318
0;2;660;3;0;1311;18;0;3;0;1;https://www.hackster.io/contests/arduino-microsoft-maker;https://www.hackster.io/shooshoomo/reef-controller-a30d52;https://www.hackster.io/shooshoomo
0;2;658;1;1;1177;2;0;3;0;2;https://www.hackster.io/contests/hardware-home;https://www.hackster.io/garytbleck/tinyduino-wifi-cat-door-66ac57;https://www.hackster.io/garytbleck
0;2;654;6;0;147;2;1;0;0;1;https://www.hackster.io/contests/make-holiday-contest;https://www.hackster.io/brentmore/star-tree-topper-b8d792;https://www.hackster.io/brentmore
0;2;651;7;1;1735;6;0;5;0;9;https://www.hackster.io/contests/hardware-home;https://www.hackster.io/inderpreet/hackster-io-internet-radio-3d3747;https://www.hackster.io/inderpreet
0;2;630;3;0;282;37;2;54;0;17;https://www.hackster.io/contests/particle-star-wars;https://www.hackster.io/hendra/the-force-of-things-0ce7f6;https://www.hackster.io/hendra
0;2;624;1;0;851;9;3;23;0;3;https://www.hackster.io/contests/alexasmarthome;https://www.hackster.io/yazsansh/affordable-alexa-enabled-iot-f7d638;https://www.hackster.io/yazsansh
1;2;611;1;1;1162;1;0;0;0;1;https://www.hackster.io/contests/april-fools;https://www.hackster.io/kieferread/canteen-of-denial-14d3f4;https://www.hackster.io/kieferread
0;2;573;6;1;527;2;0;1;0;1;https://www.hackster.io/contests/alexasmarthome;https://www.hackster.io/kim7tin/alexa-echo-esp8266-smart-power-plug-29fa6d;https://www.hackster.io/kim7tin
0;2;569;0;0;223;2;0;7;0;3;https://www.hackster.io/contests/smart-devices-for-smart-cities;https://www.hackster.io/hobospider/black-bokz-senior-tracker-6bcb86;https://www.hackster.io/westcoastweenie
0;2;556;3;0;1317;32;2;54;0;17;https://www.hackster.io/contests/smart-devices-for-smart-cities;https://www.hackster.io/hendra/linkit-one-water-level-indicator-331c26;https://www.hackster.io/hendra
0;2;547;1;1;66;1;0;0;0;2;https://www.hackster.io/contests/make-holiday-contest;https://www.hackster.io/JIredale/unification-of-peace-tree-topper-4fe787;https://www.hackster.io/JIredale
0;2;533;1;0;1279;5;0;3;0;1;https://www.hackster.io/contests/arduino-microsoft-maker;https://www.hackster.io/gwillis/adaptable-sensor-and-notification-system-df578b;https://www.hackster.io/gwillis
0;2;530;4;1;44;0;0;0;0;1;https://www.hackster.io/contests/alexasmarthome;https://www.hackster.io/joelurtubiaugartegmailcom/alexa-home-energy-efficiency-big-data-3f7b07;https://www.hackster.io/joelurtubiaugartegmailcom
